"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-06",97.94505,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-07",97.96999,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-08",98.00281,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-09",98.00738,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-10",97.96541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-11",97.92639,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-12",97.96777,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-01",98.15222,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-02",98.40446,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-03",98.62666,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.74605,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-05",98.79256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-06",98.80669,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-07",98.82021,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-08",98.86938,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.00863,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-10",99.2886,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-11",99.64429,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-12",99.99654,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-01",100.2781,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-02",100.4628,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-03",100.5025,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-04",100.3599,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-05",100.187,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-06",100.1955,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-07",100.557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-08",101.1216,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-09",101.7108,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-10",102.2071,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-11",102.619,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-12",102.9661,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-01",103.2494,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-02",103.4851,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-03",103.667,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-04",103.7763,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-05",103.8447,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-06",103.8998,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-07",103.9512,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-08",103.9901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-09",103.9919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-10",103.9322,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-11",103.8395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-12",103.7458,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-01",103.6704,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-02",103.6043,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-03",103.5313,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-04",103.4396,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-05",103.34,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-06",103.249,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-07",103.1787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-08",103.1195,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-09",103.0555,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-10",102.9695,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-11",102.8517,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-12",102.6777,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-01",102.4165,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-02",102.0958,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-03",101.7363,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-04",101.3448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-05",100.9468,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-06",100.5692,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-07",100.2296,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.90438,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.56934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.2244,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.92906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.79295,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.91678,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-02",99.17413,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-03",99.4147,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-04",99.53408,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-05",99.56023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-06",99.53418,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-07",99.48377,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.44981,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.48192,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.61797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.79746,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.94356,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",100.0016,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",100.0113,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",100.0209,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",100.0509,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.0567,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",99.95332,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.66391,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.27794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.90435,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.62138,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.41405,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",98.26634,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",98.17771,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",98.11996,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",98.07137,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",98.01994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",97.95744,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.87638,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.77792,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.69847,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.69904,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.83577,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",98.05021,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",98.278,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",98.4797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",98.65837,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",98.82139,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",98.96534,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",99.07655,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",99.12345,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",99.0816,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",99.02312,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",99.04953,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",99.24112,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",99.52157,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",99.79344,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.98484,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",100.1046,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",100.16,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",100.1459,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0987,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.0552,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.0462,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.085,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.2036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",100.4412,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",100.7531,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",101.0998,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",101.4624,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",101.8233,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",102.1575,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",102.4262,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",102.597,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",102.5934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",102.342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",101.9937,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",101.7399,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",101.7238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",101.8584,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.0337,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.1723,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.2456,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.2162,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.0472,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.8126,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.5943,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.4438,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.3282,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.1986,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.0241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",100.8395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",100.7019,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.6571,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.6591,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.6423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.5467,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.3619,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",100.0594,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.61337,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.13998,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.79819,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.71794,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.79676,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.91636,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",99.00005,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",99.02949,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.9882,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.85944,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.69467,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",98.55161,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",98.46814,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",98.41454,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",98.34972,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",98.2476,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",98.13457,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",98.05542,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",98.05006,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",98.09631,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",98.16988,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",98.25256,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",98.31316,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",98.30669,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",98.19541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",98.0372,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.90596,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.85903,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.87761,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.94096,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",98.0351,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",98.11665,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",98.12784,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",98.02386,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.87078,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.75872,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.7641,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.87091,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.07435,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.38304,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.72466,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",99.01883,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",99.2171,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.39045,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.63999,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",100.0327,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.4609,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.7674,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.8353,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.7995,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",100.8422,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",101.0927,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.4482,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",101.7595,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",101.9117,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",101.949,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",101.9222,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",101.8521,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7555,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.6344,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.4898,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",101.3618,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",101.3106,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",101.3803,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",101.4874,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",101.5141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.1036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",100.802,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.5025,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.2188,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.96326,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.75823,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.61864,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.59365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.74265,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.9967,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",100.2822,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",100.5391,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",100.7086,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",100.6938,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",100.4084,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",100.0094,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.69214,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.5986,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.64391,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.71895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.75408,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",99.75316,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",99.73109,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",99.6876,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",99.60191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",99.42181,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",99.0948,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.69365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",98.30733,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",98.00598,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.79111,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.6789,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.69698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.77859,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.85355,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.8756,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.85661,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.81714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.77824,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.77367,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.86151,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",98.10146,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.43977,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.82368,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",99.21738,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.57252,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",99.81615,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.87713,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.82417,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.72307,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.60785,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.50013,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.41531,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.36123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.31399,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.24474,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.13969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",99.04208,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",99.02096,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",99.13249,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",99.30478,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.44443,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.48227,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.45184,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.39696,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.34772,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.32079,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.34143,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.44313,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.61974,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.88728,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.271,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.7011,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0929,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.3797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.5842,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.7233,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.7936,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.8234,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.8299,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.8163,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.7928,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.7626,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.7188,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6466,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.5129,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.284,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",101.0049,
