"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.1042,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.0884,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",100.9597,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.6167,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.6464,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",100.8048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",100.9368,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.0735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.1826,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.5515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.86643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.54187,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.61662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.92783,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.1542,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.2124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.1484,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.0797,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.023,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",99.9631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.90971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.83929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.74844,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.72438,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.68198,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.62363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.56383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.46947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.31971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.20033,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",99.09969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",99.02808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",99.11839,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.46182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.0176,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.3876,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.4395,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.2911,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.1401,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.059,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.0279,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.0155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0107,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0345,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.1451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.414,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.8153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.0752,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.0954,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.93,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.7645,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.6099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.4684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.3694,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.2756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.2095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.4627,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",100.8847,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.1214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.0434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.7449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.5042,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.3738,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.3039,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.2722,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.2363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.1655,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.0762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",99.98518,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.88097,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.81461,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.76814,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.72094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.69621,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.69018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.69694,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.71439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.73753,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.74095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.65574,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.36604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.9122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.54463,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",98.23413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.92156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.71042,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.58972,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.52721,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.47213,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",97.41776,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",97.33852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",97.24435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",97.14207,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",97.01153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.90793,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.85651,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.83823,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.84113,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.87865,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.9867,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",97.06826,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",97.13909,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",97.24617,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",97.27896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",97.21609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",97.09261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",97.06278,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",97.16988,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",97.3759,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",97.45456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",97.37489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",97.22256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.04379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.87955,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",96.70869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",96.61198,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",96.5893,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",96.65632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",96.74921,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.89354,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",97.11133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",97.27676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",97.37014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",97.43033,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",97.46143,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",97.49047,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",97.53638,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.5809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.6406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.72236,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.76369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.78684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.85747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.9435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",98.08047,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",98.28539,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.41981,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.45669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.46382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.56705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.82509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.24434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.52077,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.68214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.77608,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.8739,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.0474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.2593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3784,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.4509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.5584,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.6621,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.7672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",100.8894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",100.9622,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.0089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.0231,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.0985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.132,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.0781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",100.9867,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.8916,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.8547,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.8369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.8181,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.7789,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.7437,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.6896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.6526,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.5812,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4678,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3847,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.4325,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.5516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.5336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.4568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.4086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.3625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.3793,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.4762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.6341,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.7236,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.7839,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.8624,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",100.9429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",100.9961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.1122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.2584,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.3046,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.2901,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.2593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.2994,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.348,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.388,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.4941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.5915,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.6453,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.6826,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.7003,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.6703,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",101.5627,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.4708,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.4349,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.4055,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.3727,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.3132,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.1646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.908,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.3518,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.1092,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.9331,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.76543,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.75716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.88177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.94337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",99.99474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.96894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.86398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.7685,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.70731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.64252,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.64088,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.65555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.64561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.6322,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.66132,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.7346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.87458,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.075,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.2199,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.2957,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.2582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.1102,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.92724,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.81688,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.80669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.74243,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.59308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.46785,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.36466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.36604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.45932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.6532,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.80189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.85938,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.93124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.93413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.98376,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.0855,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.2262,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.3787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.4904,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.532,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5856,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.6739,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.7417,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.7682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.7815,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.7734,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8158,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.8919,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.8293,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.7899,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.7153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.6804,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.7177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.7697,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.8638,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.8597,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.7563,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.2863,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.3607,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.4277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.4984,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.5345,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.7488,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.8162,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",100.932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.2262,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.297,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.3555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.3341,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.3319,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.3527,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.3593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.3778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.4311,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.5427,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.6147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.6462,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.7089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.7147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.7425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.7138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.6125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.3486,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.0131,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",100.7876,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",100.7729,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",100.8136,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.7723,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.7008,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.658,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.6981,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.7489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.8305,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",100.9344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.1068,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.3209,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.5169,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.6001,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.6933,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.7704,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.8108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.8402,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",101.8316,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.7816,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.7427,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.6729,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.6661,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.7037,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.667,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.5358,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.3103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.0711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8512,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.6743,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5274,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2106,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.1076,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.99644,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.1333,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.4118,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.7106,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.8156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.7576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.5666,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.3528,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.1439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.94556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.7501,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.58119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.47725,
